Question,Answer,Chapter
"Who was the father of Elisheba, Aaron's wife?","Amminadab, Exodus 6:23",6
"Elisheba, Aaron's wife, was the sister of who?","Nahshon, Exodus 6:23",6
"Who am I: I am the daughter of Amminadab, I am the sister of Naashon, I am the mother of Nadab, Abihu, Eleazar, and Ithamar.","Elisheba, Exodus 6:23",6
Bonus for 20: Name the 4 sons of Aaron.,"Nadab, Abihu, Eleazar, and Ithamar, Exodus 6:23",6
"Who, aside from Abihu, Eleazar, and Ithamar, was the son of Aaron?","Nadab, Exodus 6:23",6
"Who was the father of Assir, Elkanah, and Abiasaph?","Korah, Exodus 6:24",6
FIB with one blank: And Eleazar Aaron's son took him one of the daughters of ___ to wife.,"Putiel, Exodus 6:25",6
Who was the grandfather of Phinehas?,"Aaron, Exodus 6:25",6
The Lord told Aaron and Moses to bring out the children of Israel according to their what?,"armies, Exodus 6:26",6
The Lord told Moses that he made him a god to who?,"Pharaoh, Exodus 7:1",7
"The Lord said that he made Moses a god to Pharaoh, who did he say shall be his prophet?","Aaron, Exodus 7:1",7
"The Lord said to Moses, ""I have made thee a god to Pharaoh"". What did he say his brother Aaron shall be?","thy prophet, Exodus 7:1",7
"Bonus for 10: I have made thee a ___ to Pharaoh, and Aaron thy brother shall be thy ___.","god, prophet, Exodus 7:1",7
God said that Moses would speak all that he commanded him. What did he say Aaron shall do?,"speak unto Pharaoh, Exodus 7:2",7
God said he would harden Pharaoh's heart and do what his own signs and wonders?,"multiply them, Exodus 7:3",7
"In addition to signs, what did God say he would multiply in the land of Egypt?","wonders, Exodus 7:3",7
Who did God say would not hearken unto Moses?,"Pharaoh, Exodus 7:4",7
"FIB with one blank: But Pharaoh shall not hearken unto you, that I may lay my hand upon Egypt, and bring forth mine ___.","armies, Exodus 7:4",7
"When He stretches forth his hand upon Egypt, who did God say would know that he is the Lord?","the Egyptians, Exodus 7:5",7
Moses was 40 and Aaron was 43 when what occurred?,"they spake unto Pharaoh, Exodus 7:7",7
Who was fourscore and three years old when he spoke to Pharaoh?,"Aaron, Exodus 7:7",7
"Bonus for 15: Take thy ___, and ___ it before Pharaoh, and it shall become a ___.","rod, cast, serpant, Exodus 7:9",7
Aaron cast down his rod before Pharaoh and who else?,"his servants, Exodus 7:10",7
What happened when Aaron cast down his rod before Pharaoh and his servants?,"it became a serpent, Exodus 7:10",7
"Pharaoh called sorcerers, magicians, and who else after Aaron's rod became a serpent?","wise men, Exodus 7:11",7
"Pharaoh called wise men, magicians and who else after Aaron's rod became a serpent?","sorcerers, Exodus 7:11",7
Bonus for 15: What three groups of people did Pharaoh call after he saw Aaron's rod became a serpent?,"wise men, sorcerers, magicians, Exodus 7:11",7
"When Pharaoh called magicians to replicate Aaron's rod becoming a serpent, what did every man do with his rod?","cast it down, Exodus 7:12",7
What did Aaron's rod do after the magician's rods became serpents?,"swallowed up their rods, Exodus 7:12",7
"Bonus for 15: And he ___ Pharaoh's ___, that he ___ not unto them, as the Lord had said.","hardened, heart, hearkened, Exodus 7:13",7
"Aaron's miracle hardened Pharaoh's heart so that he did not do what, as was predicted by the Lord?","hearken unto them (Moses and Aaron), Exodus 7:13",7
Moses told the Lord that Pharaoh's heart was hardened and he refuseth to do what?,"let the people go, Exodus 7:14",7
What time of day did God tell Moses Pharaoh goes out unto the water?,"morning, Exodus 7:15",7
"According to God in Exodus 7, Pharaoh goeth out unto what in the morning?","the water, Exodus 7:15",7
"Bonus for 15: The Lord God of the ___ hath sent me unto thee, saying, let my people go, that they may serve me in the ___, and behold, hitherto thou wouldest not ___.","Hebrews, wilderness, hear, Exodus 7:16",7
"The fish that is in the river shall die, and the river shall do what?","stink, Exodus 7:18",7
How would the Egyptians feel about drinking out of the water of the river after it was turned to blood?,"they shall loathe it, Exodus 7:18",7
What did God say would die after the river was turned to blood?,"the fish, Exodus 7:18",7
The Lord said that the Egyptians would loathe to do what after the river was turned to blood?,"drink of the water of the river, Exodus 7:18",7
In vessels of wood and what would there be blood in all of Egypt?,"stone, Exodus 7:19",7
When talking about water being turned to blood. God mentioned what which were made of both wood and stone,"vessels, Exodus 7:19",7
What did Aaron do to the waters that were in the river with his rod?,"smote them, Exodus 7:20",7
What did Aaron do immediately before he smote the waters that were in the river and the waters were turned to blood?,"lifted up his rod, Exodus 7:20",7
FIB with one blank: All the waters that were in the ___ were turned to blood.,"river, Exodus 7:20",7
What did Exodus 7 say the Egyptians could not do after the river was turned to blood?,"drink of the water of the river, Exodus 7:21",7
"After Aaron turned the river into blood, the magicians of Egypt did so with what?","their enchantments, Exodus 7:22",7
"After Aaron turned the river into blood and Pharaoh's heart was hardened, he turned and went where?","into his house, Exodus 7:23",7
Bonus for 20: And all the Egyptians ___ round about the ___ for ___ to  ___,"digged, river, water, drink, Exodus 7:23",7
What did the Egyptians do round about the river looking for water to drink?,"digged, Exodus 7:24",7
How many days were fulfilled after the Lord had smitten the river?,"seven, Exodus 7:25",7
"Moses was to tell Pharaoh, he would smite what with frogs?","his borders, Exodus 8:2",8
"In one word, how did God say the rivers would bring forth frogs?","abundantly, Exodus 8:3",8
The Lord specifically said that frogs would come into thine house and into the house of who?,"thy servants, Exodus 8:3",8
What did God say would bring forth frogs abundantly?,"the river, Exodus 8:3",8
"FIB with one blank: And the ___ shall come up both on thee, and upon thy people, and upon all thy servants.","frogs, Exodus 8:4",8
"For the plague of frogs, Aaron was told to stretch forth his hand over streams, rivers, and what other body of water?","ponds, Exodus 8:5",8
Exodus 8:6 says that Aaron stretched for his hand over the waters of Egypt. What did it say the frogs came up and did to the land of Egypt?,"covered it, Exodus 8:6",8
"Bonus for 10: And the ___ did so with their ___, and brought up frogs upon the land of Egypt","magicians, enchantment, Exodus 8:7",8
"During the plague of frogs, Pharaoh said to intreat the Lord to take frogs away from him. What did he say he would let the people go to do?","sacrifice unto the Lord, Exodus 8:8",8
"FIB with one word said by Moses: ___ over me, when shall I intreat for thee, and for thy servants, and for thy people, to destroy the frogs from thee and thy houses.","glory, Exodus 8:9",8
"When Moses asked Pharaoh when the frogs should be destroyed from him, what was Pharaoh's response?","tomorrow, Exodus 8:10",8
"Moses said that the frogs shall depart from Pharaoh, where did he say they would remain?","the river, Exodus 8:11",8
"Bonus for 20: And the frogs shall depart from thee, and from thy ___, and from thy ___, and from thy ___, and shall remain in the ___ only.","houses, servants, people, river, Exodus 8:11",8
"The frogs died out of the houses, out of the villages, and out of where?","the fields, Exodus 8:13",8
"The frogs died out of the houses, out of the fields, and out of where?","the villages, Exodus 8:13",8
"After the frogs died in Egypt, what did they gather them together upon?","heaps, Exodus 8:14",8
What happened to the land after the dead frogs were gathered together upon heaps?,"it stank, Exodus 8:14",8
"FIB with one blank: Stretch out thy rod, and smite the dust of the land, that it may become ___ throughout all the land of Egypt.","lice, Exodus 8:16",8
"When Aaron smote the dust, it became lice in man and in what?","beast, Exodus 8:17",8
What happened when the magicians attempted to bring forth lice?,"they could not, Exodus 8:18",8
What did the magicians say unto Pharaoh after they could not bring forth lice?,"""This is the finger of God"", Exodus 8:19",8
"What happened immediately after the magicians told Pharaoh that ""this is the finger of God""?","his heart was hardened, Exodus 8:19",8
"Bonus for 15: I will send swarms of flies upon thee, and upon thy ___, and upon thy ___, and into thy ___.","servants, people, houses, Exodus 8:21",8
"Moses said the houses of the Egyptians shall be full of swarms of flies. What, whereon they are, would also be full of swarms?","the ground, Exodus 8:21",8
Where did Moses say he would sever so that no swarms of flies shall be there?,"the land of Goshen, Exodus 8:22",8
"Be specific, when talking about the plague of flies, who did Moses say dwelt in the land of Goshen?","my people, Exodus 8:22",8
FIB with one blank describing the plague of flies: And I will put a ___ between my people and thy people.,"division, Exodus 8:23",8
FIB with one blank: there came a ___ swarm of flies into the house of Pharaoh.,"grievous, Exodus 8:24",8
What happened to the land by reason of the swarm of flies?,"it was corrupted, Exodus 8:24",8
"Aside from pharaoh's house, whose house does Exodus 8 say the swarm of flies come into?","his servants house, Exodus 8:24",8
"During the plague of flies, Pharaoh called Moses and Aaron, what did he tell them to go do in the land?","sacrifice to your God, Exodus 8:25",8
Moses told Pharaoh that to sacrifice to the Lord they would go on a journey of what length?,"three days, Exodus 8:27",8
"During the plague of flies, Pharaoh agreed to let the Israelites go sacrifice to the Lord under the condition that they don't go where?","they shall not go very far away, Exodus 8:28",8
"Moses said he would intreat the Lord to remove the flies from Egypt. In one word, how did he say Pharaoh must not deal with him anymore?","deceitfully, Exodus 8:29",8
"FIB with one blank: And Moses went out from Pharaoh, and ___ the Lord.","intreated, Exodus 8:30",8
"When removing the swarms of flies from Egypt, the Lord did according to what?","the word of Moses, Exodus 8:31",8
"Be specific, How does Exodus 8 describe the number of flies that remained after the Lord removed them from Egypt?","(there remained) not one, Exodus 8:31",8
"Bonus for 20: FIB: And ___ ___ his ___ at this time also, ___ would he let the people go.","Pharaoh, hardened, heart, neither, Exodus 8:32",8
"Be specific, how did God describe the murrain which shall be upon the cattle in Egypt?","very grievous, Exodus 9:3",9
The plague on the cattle of Egypt was described as a very grievous what?,"murrain, Exodus 9:3",9
Exodus 9 said that the Lord would sever the cattle of what two places?,"Israel and Egypt, Exodus 9:4",9
FIB with the same word: All the ___ of Egypt died: but of the ___ of the children of Israel died not one.,"cattle, Exodus 9:6",9
"After the plague of cattle, what did the Lord tell Moses and Aaron to take handfuls of?","ashes (of the furnace), Exodus 9:8",9
The Lord told Moses and Aaron to take handfuls of ashes of the furnace and let Moses do what with it before the sight of Pharaoh?,"sprinkle it toward heaven, Exodus 9:8",9
Moses and Aaron were told to take handfuls of ashes from where?,"the furnace, Exodus 9:8",9
"Bonus for 20: FIB: And it shall become small ___ in all the land of Egypt, and shall be a ___ breaking forth with ___ upon man, and upon ___, throughout all the land of Egypt.","dust, boil, blains, beast, Exodus 9:9",9
"FIB with one word: and it became a boil breaking forth with ___ upon man, and upon beast.","blains, Exodus 9:10",9
"FIB with one blank: And the Lord hardened the heart of Pharaoh, and he ___ not unto them.","hearkened, Exodus 9:12",9
"Bonus for 15: FIB: For now I will ___ out my hand, that I may ___ thee and thy people with ___, and thou shalt be cut off from the earth.","stretch, smite, pestilence, Exodus 9:15",9
Pharaoh was told that tomorrow it would rain what?,"(a very grievous) hail, Exodus 9:18",9
In describing the grievous hail it was said that such had not been in Egypt since when even until now?,"the foundation (thereof), Exodus 9:18",9
"FIB from Exodus 9: Send therefore now, and gather thy ___, and all that thou hast in the field.","cattle, Exodus 9:19",9
"When hail comes down upon every man and beast, what shall happen to them?","they shall die, Exodus 9:19",9
Who among the servants of Pharaoh made their servants and cattle flee into their houses?,"He that feared the word of the Lord, Exodus 9:20",9
"Bonus for 20: When hearing about the rain of hail, what did he that feared the word of the Lord among Pharaoh's servants do?","made his servants and cattle flee into the houses, Exodus 9:20",9
Bonus for 15: and he that regarded not the ___ of the Lord left his servants and ___ in the ___.,"word, cattle, field, Exodus 9:21",9
Who left their servants and cattle in the field after hearing about the hail that would rain on Egypt.,"he that regarded not the word of the Lord, Exodus 9:21",9
What action did the Lord have Moses take when he told him that there would be hail in the land of Egypt?,"stretch forth thine hand toward heaven, Exodus 9:22",9
What did Moses do before the Lord rained hail upon the land of Egypt?,"stretched forth his rod toward heaven, Exodus 9:23",9
What ran along the ground as the Lord sent thunder and hail?,"fire, Exodus 9:23",9
"In Egypt, there was hail. What mingled with it?","fire, Exodus 9:24",9
"In two words, how was the hail and fire mingled with hail described?","very grievous, Exodus 9:24",9
It was said of the plague of hail that there was none like it since what event?,"Egypt became a nation, Exodus 9:24",9
"Throughout all the land of Egypt, the hail smote all that was in what place?","the field, Exodus 9:25",9
Where was there no hail?,"the land of Goshen, Exodus 9:26",9
Who was in the land of Goshen?,"the children of Israel, Exodus 9:26",9
"Bonus for 15: Who said this and who was it spoken to: ""I have sinned this time, the Lord is righteous, and I and my people are wicked.""","Pharaoh to Moses and Aaron, Exodus 9:27",9
Pharaoh said that he had sinned and that the Lord is righteous. What did he say of his people?,"they are wicked, Exodus 9:27",9
FIB with one blank: Intreat the Lord (for it is enough) that there be no more mighty ___ and hail.,"thunderings, Exodus 9:28",9
"Pharaoh said that if Moses intreated the Lord for no more thunderings and hail, he would do what?","let you go, Exodus 9:28",9
Moses told Pharaoh that there shall be no more hail and that what shall cease?,"the thunder, Exodus 9:29",9
What as smitten because it was in the ear?,"the barley, Exodus 9:31",9
"Why was the barley, in particular, smitten?","because it was in the ear, Exodus 9:31",9
What was smitten because it was bolled?,"flax, Exodus 9:31",9
"Why was the flax, in particular, smitten?","it was bolled, Exodus 9:31",9
Wheat and what else was not smitten during the plague of hail?,"rie, Exodus 9:32",9
Why were wheat and rie not smitten?,"for they were not grown up, Exodus 9:32",9
"Pharaoh's heart was hardened when he saw that the rain, hail, and what else ceased?","thunder, Exodus 9:34",9
"Pharaoh's heart was hardened when he saw that the rain, thunder, and what else ceased?","hail, Exodus 9:34",9
"What did Pharaoh do more when he saw that the rain, hail, and thunders were ceased?","sinned, Exodus 9:34",9
FIB with one blank: to morrow will I bring the ___ into thy coasts.,"locusts, Exodus 10:4",10
FIB with one blank: to morrow will I bring the locusts into thy ___.,"coasts, Exodus 10:4",10
What did Moses and Aaron say the locust would cover?,"the face of the earth, Exodus 10:5",10
What could one not be able to see during the plague of locusts?,"the earth, Exodus 10:5",10
What which groweth out of the field did Moses and Aaron say the locusts would eat?,"every tree, Exodus 10:5",10
Moses and Aaron said that the locusts would eat the residue of that which escaped. What caused the residue?,"the hail, Exodus 10:5",10
"What, of all the Egyptians, would the locusts fill?","the houses, Exodus 10:6",10
"Bonus for 15: Who said the following, who was it said to, and who was it said about: ""How long shall this man be a snare unto us?""","Pharaoh's servants to Pharaoh about Moses, Exodus 10:7",10
"After Moses described the locusts, Pharaoh's servants asked him how long Moses would be what unto them?","a snare, Exodus 10:7",10
"In Exodus 10, what did Pharaoh's servants say was destroyed?","Egypt, Exodus 10:7",10
"Bonus for 25: Pharaoh asked Moses who would go to serve the Lord, Moses specifically mentioned 6 groups of people and animals. Name 5 of them.","young, old, sons, daughters, flocks, herds, Exodus 10:9",10
What brought the locusts to Egypt?,"an east wind, Exodus 10:13",10
Where did the locusts rest when they went up over all the land of Egypt?,"in all the coasts of Egypt, Exodus 10:14",10
"What was described in the following way: ""For they covered the face of the whole earth, so that the land was darkened""?","locusts, Exodus 10:15",10
"Bonus for 10: When the locusts came to Egypt they ate two things which the hail had left, name them.","every herb of the land, all the fruit of the trees, Exodus 10:15",10
What was the description of the west wind which took away the locusts?,"mighty strong, Exodus 10:19",10
A wind from what direction took away the locusts?,"west, Exodus 10:19",10
A mighty strong west wind took the locusts away and did what to them?,"cast them into the Red sea, Exodus 10:19",10
"After a mighty strong west wind, there remained not one of what in all the coasts of Egypt?","locusts, Exodus 10:19",10
"FIB with the same word: Stretch out thine hand toward heaven, that there may be ___ over the land of Egypt, even ___ which can be felt.","darkness, Exodus 10:21",10
"FIB with one blank: there may be darkness over the land of Egypt, even darkness which may be ___.","felt, Exodus 10:21",10
"In one word, how was the darkness that was in all Egypt described?","thick, Exodus 10:22",10
How long was there darkness in all the land of Egypt?,"three days, Exodus 10:22",10
Where did the children of Israel have light during the three days of darkness?,"in their dwellings, Exodus 10:23",10
"After the three days of darkness, Pharaoh said that Moses could go under what condition?","let your flocks and herds be stayed, Exodus 10:24",10
"After the three days of darkness, Moses told Pharaoh that he must give him sacrifices and what else so that they may sacrifice to the Lord?","burn offerings, Exodus 10:25",10
Moses said that the Israelites cattle must go with them. What did he say shall not be left behind?,"an hoof, Exodus 10:26",10
"In Exodus 10, Pharaoh told Moses to get away from him and see his face no more. What did he say would happen on the day that Moses saw his face?","he (Moses) would die, Exodus 10:28",10
"Who said the following to whom? ""Yet will I bring one plague more upon Pharaoh and upon Egypt, afterward he will let you go hence"""," The Lord to Moses, Exodus 11:1.",11
"After the final plague, what did the Lord say Pharaoh would do to the Israelites?"," He shall let you go hence, Exodus 11:1.",11
What did God instruct the Israelites to borrow of their (Egyptian) neighbor?," Jewels of silver and jewels of gold, Exodus 11:2.",11
"According to Exodus 11, how was Moses viewed in the sight of Pharaoh's servants and the people?"," He was very great, Exodus 11:3.",11
"In speaking of the slaying of the firstborn of the Egyptians, when did God say he would go out in the midst of Egypt?"," About midnight, 11:4.",11
At what time did the Lord say He would go out into the midst of Egypt to bring the final plague?," About midnight, Exodus 11:4.",11
Who would die in the land of Egypt in the final plague?," All the firstborn, Exodus 11:5.",11
"Bonus for 10 FIB 2 blanks, And all the firstborn in the land of Egypt shall die, from the first born of Pharaoh that sitteth upon his throne, even unto the firstborn of the ___ that is behind the ___ "," Maidservant, mill Ex 11:5",11
The last plague against the Egyptians would extend beyond humans to include what else?,"(The firstborn of) the beasts, Exodus 11:5",11
What did the Lord say would be heard throughout Egypt as a result of the last plague?," A great cry, Exodus 11:6.",11
"Exodus 11 verse 7 says But against any of these people shall not a dog move his tongue against man or beast,  who were they referring to?"," The children of Israel, Exodus 11:7",11
God said that what shall not move his tongue against the children of Israel during the last plague?,"a dog, Exodus 11:7",11
"According to Exodus 11, God said that a dog shall not do what against man or beast among the Israelites?","move his tongue, Exodus 11:7",11
Who would come to Moses and bow down after the plague struck?," All of Pharaoh's servants, Exodus 11:8.",11
What would Pharaoh's servants beg Moses and the Israelites to do after the plague?," Get thee out, and all the people that follow thee Exodus 11:8.",11
Moses told Pharaoh about the final plague and then went out from him in what emotional state?,"great anger, Exodus 11:8",11
Who specifically would beg Moses to leave Egypt after the last plague?," All Pharaoh's servants, Exodus 11:8.",11
Who told Moses in Exodus chapter 11 that Pharaoh would not listen to him?," The Lord, Exodus 11:9.",11
What reason did the Lord give in Exodus 11 why Pharaoh would not hearken unto Moses?," That God's wonders may be multiplied (in the land of Egypt), Exodus 11:9.",11
"In Exodus 11, What did the Lord do to Pharaoh so that he would not let the Israelites leave Egypt?"," The Lord hardened Pharaoh’s heart, Exodus 11:10.",11
On what day of the month were the Israelites to select a lamb for the passover?, On the tenth day of the month (Exodus 12:3),12
"FIB with the same word: They shall take to them every man a ___, according to the house of their fathers, a ___ for an house.","lamb, Exodus 12:3",12
"If the household was too little for a lamb, who were the Israelites to share it with?","his neighbor next to his house, Exodus 12:4",12
The Passover lamb was to be shared with the Israelites neighbor in what case?,"if the household be too little (for the lamb), Exodus 12:4",12
FIB with one blank about the lamb: let him and his neighbor next unto his house take it according to the number of the ___.,"souls, Exodus 12:4",12
How old was the male lamb without blemish supposed to be?,"of the first year, Exodus 12:5",12
The Passover lamb could be taken out from the sheep or from what animal?,goats (Exodus 12:5),12
The Passover lamb could be taken out from the goats or from what animal?,"sheep, Exodus 12:5",12
On what day of the month were the Israelites supposed to kill the Passover lamb?," the fourteenth day of the month, Exodus 12:6",12
At what time of day on the fourteenth day of the month were the Israelites to kill the Passover lamb?, In the evening (Exodus 12:6),12
"Bonus for 20: FIB: And they shall take of the ___, and strike it on the two side ___ and on the upper door ___ of the ___ wherein they shall eat it.","blood, posts, post, house, Exodus 12:7",12
"In addition to the upper door posts, where were the Israelites supposed to strike blood on the house?","the two side posts, Exodus 12:7",12
At what time of day were the Israelites supposed to eat the flesh of the passover lamb?," at night, Exodus 12:8",12
"In one word, describe the herbs with which the children of Israel were to eat the Passover lamb.","bitter, Exodus 12:8",12
What type of bread were the Israelites commanded to eat during the Passover?, Unleavened bread (Exodus 12:8),12
God said to roast the lamb with fire and to not eat it raw. How else did God say they should not prepare the lamb?,"sodden (at all with water), Exodus 12:9",12
Bonus for 15: What 3 parts of the Passover lamb did Exodus specifically say should be roast with fire?," its head, legs and the purtenance (internal organs) Exodus 12:9",12
What were the Israelites to do with any of the Passover lamb which remained until the next morning?," Burn it with fire, Exodus 12:10",12
"Bonus for 15: God told the Israelites to eat the lamb in haste. In preparation, what three things did he tell them to already have done when they ate the lamb.","with your loins girded, your shoes on your feet, and your staff in your hand (Exodus 12:11)",12
"In Exodus chapter 12, against whom did God say he would execute judgment?"," against all  the gods of Egypt, Exodus 12:12",12
"FIB, one blank, ""And the blood shall be to you for a ____ upon the houses where ye are.""","token, Exodus 12:13",12
FIB with one blank: And the ___ shall be to you for a token upon the houses where ye are.,"blood, Exodus 12:13",12
"God said the Passover was to be a memorial, what did he say they shall keep it by an ordinance?","a feast, Exodus 12:14",12
"God said the Passover was to be a memorial, for how long did He say they should celebrate it?"," for ever, Exodus 12:14",12
For how many days were the Israelites to eat unleavened bread?, Seven days (Exodus 12:15),12
What were the Israelites to put away from their houses during the celebration of the Passover?, Leaven (Exodus 12:15),12
On what day of the Feast of Unleavened Bread should the Israelites  to put away leaven out of their houses?, first day Exodus 12:15,12
What would happen to anyone who ate leaven during the Feast of Unleavened Bread?, They would be cut off from Israel (Exodus 12:15),12
What did God say there should be in the first day of the Feast of Unleavened Bread?," A holy convocation, Exodus 12:16",12
On which two days of the Feast of Unleavened Bread was a holy convocation (sacred assembly) to be held?, The first day and the seventh day (Exodus 12:16),12
What did God say the first and seventh day of the Feast of Unleavened Bread should be?," A holy convocation, Exodus 12:16",12
"FIB with one blank: And ye shall observe the feast of unleavened bread, for this selfsame day have I brought your ___ out of the land of Egypt.","armies, Exodus 12:17",12
What did Exodus 12:18 say that the children of Israel should eat on the fourteenth day of the first month?," Unleavened bread, Exodus 12:18",12
"In the first month, the children of Israel were told to eat unleavened bread from the fourteenth day until what day?","the one and twentieth day (21st day), Exodus 12:18",12
